School_ID,Phone_Number,Link
610317,(773) 535-7237,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610317.pdf
610319,(773) 535-4836,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610319.pdf
610320,(773) 534-4230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610320.pdf
610321,(773) 534-5200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610321.pdf
610323,(773) 535-7650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610323.pdf
610325,(773) 534-5350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610325.pdf
610329,(773) 534-7215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610329.pdf
610334,(773) 534-6755,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610334.pdf
610336,(773) 534-9235,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610336.pdf
610339,(773) 535-3565,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610339.pdf
610340,(773) 534-0146,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610340.pdf
610342,(773) 534-4491,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610342.pdf
610345,(773) 535-1280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610345.pdf
610347,(773) 535-8110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610347.pdf
610348,(773) 534-6860,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610348.pdf
610350,(773) 535-6390,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610350.pdf
610352,(773) 535-2322,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610352.pdf
610353,(773) 535-7000,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610353.pdf
610354,(773) 534-0590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610354.pdf
610355,(773) 534-5790,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610355.pdf
610357,(773) 534-1997,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610357.pdf
610362,(773) 535-2565,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610362.pdf
610363,(773) 534-5840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610363.pdf
610364,(773) 535-5582,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610364.pdf
610365,(773) 534-6890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610365.pdf
610366,(773) 535-2821,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610366.pdf
610367,(773) 534-6800,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610367.pdf
610368,(773) 535-5075,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610368.pdf
610369,(773) 535-3341,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610369.pdf
610380,(773) 535-1120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610380.pdf
610381,(773) 535-1150,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610381.pdf
610383,(773) 535-4300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610383.pdf
610384,(773) 535-4225,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610384.pdf
610385,(773) 535-4242,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610385.pdf
610389,(773) 534-6500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610389.pdf
610390,(773) 534-2890,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610390.pdf
610391,(773) 535-9300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610391.pdf
610392,(773) 535-4334,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610392.pdf
610394,(773) 534-2875,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610394.pdf
610395,(773) 534-9240,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610395.pdf
610396,(773) 535-4700,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610396.pdf
610402,(773) 697-2216,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610402.pdf
610405,(773) 534-7685,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610405.pdf
610499,(773) 534-1840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610499.pdf
610501,(773) 534-6300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610501.pdf
610502,(773) 534-7818,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610502.pdf
610503,(773) 534-6880,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610503.pdf
610504,(773) 535-4088,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610504.pdf
610506,(773) 535-3530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610506.pdf
610513,(773) 535-1590,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610513.pdf
610515,(773) 534-3750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610515.pdf
610518,(773) 534-0660,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610518.pdf
610520,(773) 534-0490,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610520.pdf
610521,(773) 535-9120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610521.pdf
610523,(773) 534-0960,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610523.pdf
610524,(773) 534-5979,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610524.pdf
610529,(773) 534-0866,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610529.pdf
610530,(773) 535-8340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610530.pdf
610532,(773) 535-8850,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610532.pdf
610533,(773) 534-0210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610533.pdf
610534,(773) 534-8500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610534.pdf
610535,(773) 534-1530,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610535.pdf
610539,(773) 534-2960,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610539.pdf
610541,(773) 534-0950,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610541.pdf
610542,(773) 534-8250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610542.pdf
610543,(773) 535-9070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610543.pdf
610544,(773) 535-7395,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610544.pdf
